numeric_itemID,original_itemID,numeric_categoryID,original_categoryID,price_levelID,original_price
5213,567,N/A,N/A,N/A,N/A
5214,5136,N/A,N/A,N/A,N/A
5215,163458,N/A,N/A,N/A,N/A
5216,57224,N/A,N/A,N/A,N/A
5217,13017,N/A,N/A,N/A,N/A
5218,31570,N/A,N/A,N/A,N/A
5219,72439,N/A,N/A,N/A,N/A
5220,22615,N/A,N/A,N/A,N/A
5221,11589,N/A,N/A,N/A,N/A
5222,11945,N/A,N/A,N/A,N/A
5223,34756,N/A,N/A,N/A,N/A
5224,174817,N/A,N/A,N/A,N/A
5225,230399,N/A,N/A,N/A,N/A
5226,53116,N/A,N/A,N/A,N/A
5227,86436,N/A,N/A,N/A,N/A
5228,79384,N/A,N/A,N/A,N/A
5229,200322,N/A,N/A,N/A,N/A
5230,150365,N/A,N/A,N/A,N/A
5231,161039,N/A,N/A,N/A,N/A
5232,9292,N/A,N/A,N/A,N/A
5233,43720,N/A,N/A,N/A,N/A
5234,36559,N/A,N/A,N/A,N/A
5235,187928,N/A,N/A,N/A,N/A
5236,64067,N/A,N/A,N/A,N/A
5237,36049,N/A,N/A,N/A,N/A
5238,62661,N/A,N/A,N/A,N/A
5239,74628,N/A,N/A,N/A,N/A
5240,14613,N/A,N/A,N/A,N/A
5241,42188,N/A,N/A,N/A,N/A
5242,286769,N/A,N/A,N/A,N/A
5243,9592,N/A,N/A,N/A,N/A
5244,13766,N/A,N/A,N/A,N/A
5245,20160,N/A,N/A,N/A,N/A
5246,20038,N/A,N/A,N/A,N/A
5247,171550,N/A,N/A,N/A,N/A
5248,258372,N/A,N/A,N/A,N/A
5249,73216,N/A,N/A,N/A,N/A
5250,51557,N/A,N/A,N/A,N/A
5251,196277,N/A,N/A,N/A,N/A
5252,375633,N/A,N/A,N/A,N/A
5253,378910,N/A,N/A,N/A,N/A
5254,213925,N/A,N/A,N/A,N/A
5255,5959,N/A,N/A,N/A,N/A
5256,128378,N/A,N/A,N/A,N/A
5257,11842,N/A,N/A,N/A,N/A
5258,184582,N/A,N/A,N/A,N/A
5259,83952,N/A,N/A,N/A,N/A
5260,26035,N/A,N/A,N/A,N/A
5261,30168,N/A,N/A,N/A,N/A
5262,73954,N/A,N/A,N/A,N/A
5263,43565,N/A,N/A,N/A,N/A
5264,69335,N/A,N/A,N/A,N/A
5265,171459,N/A,N/A,N/A,N/A
5266,201864,N/A,N/A,N/A,N/A
5267,27495,N/A,N/A,N/A,N/A
5268,32408,N/A,N/A,N/A,N/A
5269,40988,N/A,N/A,N/A,N/A
5270,26245,N/A,N/A,N/A,N/A
5271,29747,N/A,N/A,N/A,N/A
5272,57881,N/A,N/A,N/A,N/A
5273,69334,N/A,N/A,N/A,N/A
5274,73909,N/A,N/A,N/A,N/A
5275,7158,N/A,N/A,N/A,N/A
5276,78167,N/A,N/A,N/A,N/A
5277,6943,N/A,N/A,N/A,N/A
5278,380569,N/A,N/A,N/A,N/A
5279,59923,N/A,N/A,N/A,N/A
5280,68519,N/A,N/A,N/A,N/A
5281,43431,N/A,N/A,N/A,N/A
5282,61039,N/A,N/A,N/A,N/A
5283,14660,N/A,N/A,N/A,N/A
5284,1874,N/A,N/A,N/A,N/A
5285,50250,N/A,N/A,N/A,N/A
5286,16588,N/A,N/A,N/A,N/A
5287,170185,N/A,N/A,N/A,N/A
5288,141722,N/A,N/A,N/A,N/A
5289,21557,N/A,N/A,N/A,N/A
5290,63229,N/A,N/A,N/A,N/A
5291,69765,N/A,N/A,N/A,N/A
5292,7740,N/A,N/A,N/A,N/A
5293,66813,N/A,N/A,N/A,N/A
5294,3983,N/A,N/A,N/A,N/A
5295,31659,N/A,N/A,N/A,N/A
5296,50525,N/A,N/A,N/A,N/A
5297,162503,N/A,N/A,N/A,N/A
5298,31445,N/A,N/A,N/A,N/A
5299,377316,N/A,N/A,N/A,N/A
5300,58448,N/A,N/A,N/A,N/A
5301,4402,N/A,N/A,N/A,N/A
5302,129037,N/A,N/A,N/A,N/A
5303,3801,N/A,N/A,N/A,N/A
5304,86488,N/A,N/A,N/A,N/A
5305,87108,N/A,N/A,N/A,N/A
5306,63105,N/A,N/A,N/A,N/A
5307,36689,N/A,N/A,N/A,N/A
5308,376775,N/A,N/A,N/A,N/A
5309,376585,N/A,N/A,N/A,N/A
5310,126670,N/A,N/A,N/A,N/A
5311,13062,N/A,N/A,N/A,N/A
5312,3962,N/A,N/A,N/A,N/A
5313,61987,N/A,N/A,N/A,N/A
5314,2354,N/A,N/A,N/A,N/A
5315,13052,N/A,N/A,N/A,N/A
5316,131423,N/A,N/A,N/A,N/A
5317,73499,N/A,N/A,N/A,N/A
5318,125176,N/A,N/A,N/A,N/A
5319,75832,N/A,N/A,N/A,N/A
5320,9567,N/A,N/A,N/A,N/A
5321,12632,N/A,N/A,N/A,N/A
5322,378116,N/A,N/A,N/A,N/A
5323,68904,N/A,N/A,N/A,N/A
5324,382108,N/A,N/A,N/A,N/A
5325,22498,N/A,N/A,N/A,N/A
5326,124306,N/A,N/A,N/A,N/A
5327,35471,N/A,N/A,N/A,N/A
5328,11189,N/A,N/A,N/A,N/A
5329,7015,N/A,N/A,N/A,N/A
5330,375784,N/A,N/A,N/A,N/A
5331,7457,N/A,N/A,N/A,N/A
5332,6146,N/A,N/A,N/A,N/A
5333,81364,N/A,N/A,N/A,N/A
5334,47089,N/A,N/A,N/A,N/A
5335,51653,N/A,N/A,N/A,N/A
5336,47171,N/A,N/A,N/A,N/A
5337,133403,N/A,N/A,N/A,N/A
5338,44672,N/A,N/A,N/A,N/A
5339,14355,N/A,N/A,N/A,N/A
5340,1061,N/A,N/A,N/A,N/A
5341,11250,N/A,N/A,N/A,N/A
5342,69392,N/A,N/A,N/A,N/A
5343,133870,N/A,N/A,N/A,N/A
5344,13515,N/A,N/A,N/A,N/A
5345,4036,N/A,N/A,N/A,N/A
5346,36648,N/A,N/A,N/A,N/A
5347,35168,N/A,N/A,N/A,N/A
5348,52608,N/A,N/A,N/A,N/A
5349,125060,N/A,N/A,N/A,N/A
5350,91176,N/A,N/A,N/A,N/A
5351,7345,N/A,N/A,N/A,N/A
5352,392326,N/A,N/A,N/A,N/A
5353,380732,N/A,N/A,N/A,N/A
5354,11809,N/A,N/A,N/A,N/A
5355,80451,N/A,N/A,N/A,N/A
5356,117926,N/A,N/A,N/A,N/A
5357,53411,N/A,N/A,N/A,N/A
5358,10603,N/A,N/A,N/A,N/A
5359,18055,N/A,N/A,N/A,N/A
5360,10601,N/A,N/A,N/A,N/A
5361,27269,N/A,N/A,N/A,N/A
5362,378,N/A,N/A,N/A,N/A
5363,383176,N/A,N/A,N/A,N/A
5364,203476,N/A,N/A,N/A,N/A
5365,9271,N/A,N/A,N/A,N/A
5366,31820,N/A,N/A,N/A,N/A
5367,32134,N/A,N/A,N/A,N/A
5368,75016,N/A,N/A,N/A,N/A
5369,10682,N/A,N/A,N/A,N/A
5370,17591,N/A,N/A,N/A,N/A
5371,75342,N/A,N/A,N/A,N/A
5372,14445,N/A,N/A,N/A,N/A
5373,13584,N/A,N/A,N/A,N/A
5374,20020,N/A,N/A,N/A,N/A
5375,67792,N/A,N/A,N/A,N/A
5376,248906,N/A,N/A,N/A,N/A
5377,128488,N/A,N/A,N/A,N/A
5378,190134,N/A,N/A,N/A,N/A
5379,24776,N/A,N/A,N/A,N/A
5380,403256,N/A,N/A,N/A,N/A
5381,1941,N/A,N/A,N/A,N/A
5382,44654,N/A,N/A,N/A,N/A
5383,93050,N/A,N/A,N/A,N/A
5384,79419,N/A,N/A,N/A,N/A
5385,28425,N/A,N/A,N/A,N/A
5386,73304,N/A,N/A,N/A,N/A
5387,1331,N/A,N/A,N/A,N/A
5388,50254,N/A,N/A,N/A,N/A
5389,382,N/A,N/A,N/A,N/A
5390,9707,N/A,N/A,N/A,N/A
5391,31881,N/A,N/A,N/A,N/A
5392,57947,N/A,N/A,N/A,N/A
5393,40969,N/A,N/A,N/A,N/A
5394,35405,N/A,N/A,N/A,N/A
5395,39747,N/A,N/A,N/A,N/A
5396,83298,N/A,N/A,N/A,N/A
5397,34310,N/A,N/A,N/A,N/A
5398,34327,N/A,N/A,N/A,N/A
5399,55027,N/A,N/A,N/A,N/A
5400,12914,N/A,N/A,N/A,N/A
5401,12448,N/A,N/A,N/A,N/A
5402,66753,N/A,N/A,N/A,N/A
5403,7812,N/A,N/A,N/A,N/A
5404,34361,N/A,N/A,N/A,N/A
5405,196044,N/A,N/A,N/A,N/A
5406,380694,N/A,N/A,N/A,N/A
5407,181572,N/A,N/A,N/A,N/A
5408,35831,N/A,N/A,N/A,N/A
5409,78590,N/A,N/A,N/A,N/A
5410,6272,N/A,N/A,N/A,N/A
5411,4632,N/A,N/A,N/A,N/A
5412,25630,N/A,N/A,N/A,N/A
5413,385118,N/A,N/A,N/A,N/A
5414,166225,N/A,N/A,N/A,N/A
5415,211771,N/A,N/A,N/A,N/A
5416,207901,N/A,N/A,N/A,N/A
5417,34069,N/A,N/A,N/A,N/A
5418,29422,N/A,N/A,N/A,N/A
5419,84639,N/A,N/A,N/A,N/A
5420,106787,N/A,N/A,N/A,N/A
5421,45802,N/A,N/A,N/A,N/A
5422,11542,N/A,N/A,N/A,N/A
5423,6464,N/A,N/A,N/A,N/A
5424,36109,N/A,N/A,N/A,N/A
5425,57485,N/A,N/A,N/A,N/A
5426,139,N/A,N/A,N/A,N/A
5427,56577,N/A,N/A,N/A,N/A
5428,37419,N/A,N/A,N/A,N/A
5429,7826,N/A,N/A,N/A,N/A
5430,181793,N/A,N/A,N/A,N/A
5431,57682,N/A,N/A,N/A,N/A
5432,24512,N/A,N/A,N/A,N/A
5433,20898,N/A,N/A,N/A,N/A
5434,30751,N/A,N/A,N/A,N/A
5435,98786,N/A,N/A,N/A,N/A
5436,23318,N/A,N/A,N/A,N/A
5437,23231,N/A,N/A,N/A,N/A
5438,11180,N/A,N/A,N/A,N/A
5439,35148,N/A,N/A,N/A,N/A
5440,56053,N/A,N/A,N/A,N/A
5441,89908,N/A,N/A,N/A,N/A
5442,3135,N/A,N/A,N/A,N/A
5443,353154,N/A,N/A,N/A,N/A
5444,29575,N/A,N/A,N/A,N/A
5445,57953,N/A,N/A,N/A,N/A
5446,69465,N/A,N/A,N/A,N/A
5447,381814,N/A,N/A,N/A,N/A
5448,7024,N/A,N/A,N/A,N/A
5449,375531,N/A,N/A,N/A,N/A
5450,7308,N/A,N/A,N/A,N/A
5451,61443,N/A,N/A,N/A,N/A
5452,6961,N/A,N/A,N/A,N/A
5453,93789,N/A,N/A,N/A,N/A
5454,93790,N/A,N/A,N/A,N/A
5455,15714,N/A,N/A,N/A,N/A
5456,137394,N/A,N/A,N/A,N/A
5457,90536,N/A,N/A,N/A,N/A
5458,71299,N/A,N/A,N/A,N/A
5459,198295,N/A,N/A,N/A,N/A
5460,47801,N/A,N/A,N/A,N/A
5461,75001,N/A,N/A,N/A,N/A
5462,136688,N/A,N/A,N/A,N/A
5463,36992,N/A,N/A,N/A,N/A
5464,7938,N/A,N/A,N/A,N/A
5465,47386,N/A,N/A,N/A,N/A
5466,57559,N/A,N/A,N/A,N/A
5467,30674,N/A,N/A,N/A,N/A
5468,2650,N/A,N/A,N/A,N/A
5469,724,N/A,N/A,N/A,N/A
5470,34398,N/A,N/A,N/A,N/A
5471,8202,N/A,N/A,N/A,N/A
5472,9312,N/A,N/A,N/A,N/A
5473,27859,N/A,N/A,N/A,N/A
5474,82198,N/A,N/A,N/A,N/A
5475,181640,N/A,N/A,N/A,N/A
5476,136369,N/A,N/A,N/A,N/A
5477,21382,N/A,N/A,N/A,N/A
5478,94350,N/A,N/A,N/A,N/A
5479,28260,N/A,N/A,N/A,N/A
5480,90267,N/A,N/A,N/A,N/A
5481,79701,N/A,N/A,N/A,N/A
5482,47269,N/A,N/A,N/A,N/A
5483,381811,N/A,N/A,N/A,N/A
5484,376524,N/A,N/A,N/A,N/A
5485,32982,N/A,N/A,N/A,N/A
5486,381002,N/A,N/A,N/A,N/A
5487,273269,N/A,N/A,N/A,N/A
5488,17899,N/A,N/A,N/A,N/A
5489,37901,N/A,N/A,N/A,N/A
5490,6266,N/A,N/A,N/A,N/A
5491,130663,N/A,N/A,N/A,N/A
5492,176020,N/A,N/A,N/A,N/A
5493,87764,N/A,N/A,N/A,N/A
5494,32355,N/A,N/A,N/A,N/A
5495,200931,N/A,N/A,N/A,N/A
5496,1310,N/A,N/A,N/A,N/A
5497,27034,N/A,N/A,N/A,N/A
5498,31936,N/A,N/A,N/A,N/A
5499,32270,N/A,N/A,N/A,N/A
5500,126490,N/A,N/A,N/A,N/A
5501,379360,N/A,N/A,N/A,N/A
5502,22244,N/A,N/A,N/A,N/A
5503,63237,N/A,N/A,N/A,N/A
5504,24437,N/A,N/A,N/A,N/A
5505,16856,N/A,N/A,N/A,N/A
5506,34428,N/A,N/A,N/A,N/A
5507,76663,N/A,N/A,N/A,N/A
5508,28593,N/A,N/A,N/A,N/A
5509,234118,N/A,N/A,N/A,N/A
5510,67580,N/A,N/A,N/A,N/A
5511,62190,N/A,N/A,N/A,N/A
5512,32703,N/A,N/A,N/A,N/A
5513,4267,N/A,N/A,N/A,N/A
5514,132820,N/A,N/A,N/A,N/A
5515,12803,N/A,N/A,N/A,N/A
5516,13540,N/A,N/A,N/A,N/A
5517,68205,N/A,N/A,N/A,N/A
5518,6418,N/A,N/A,N/A,N/A
5519,7216,N/A,N/A,N/A,N/A
5520,8107,N/A,N/A,N/A,N/A
5521,65697,N/A,N/A,N/A,N/A
5522,5152,N/A,N/A,N/A,N/A
5523,8359,N/A,N/A,N/A,N/A
5524,7482,N/A,N/A,N/A,N/A
5525,6184,N/A,N/A,N/A,N/A
5526,83504,N/A,N/A,N/A,N/A
5527,32767,N/A,N/A,N/A,N/A
5528,11816,N/A,N/A,N/A,N/A
5529,133894,N/A,N/A,N/A,N/A
5530,19110,N/A,N/A,N/A,N/A
5531,599,N/A,N/A,N/A,N/A
5532,7483,N/A,N/A,N/A,N/A
5533,8329,N/A,N/A,N/A,N/A
5534,44443,N/A,N/A,N/A,N/A
5535,37003,N/A,N/A,N/A,N/A
5536,36716,N/A,N/A,N/A,N/A
5537,34239,N/A,N/A,N/A,N/A
5538,13803,N/A,N/A,N/A,N/A
5539,4028,N/A,N/A,N/A,N/A
5540,18108,N/A,N/A,N/A,N/A
5541,55026,N/A,N/A,N/A,N/A
5542,44226,N/A,N/A,N/A,N/A
5543,9663,N/A,N/A,N/A,N/A
5544,87305,N/A,N/A,N/A,N/A
5545,81588,N/A,N/A,N/A,N/A
5546,5151,N/A,N/A,N/A,N/A
5547,61468,N/A,N/A,N/A,N/A
5548,731,N/A,N/A,N/A,N/A
5549,33825,N/A,N/A,N/A,N/A
5550,31233,N/A,N/A,N/A,N/A
5551,33215,N/A,N/A,N/A,N/A
5552,33184,N/A,N/A,N/A,N/A
5553,78214,N/A,N/A,N/A,N/A
5554,4751,N/A,N/A,N/A,N/A
5555,5924,N/A,N/A,N/A,N/A
5556,160817,N/A,N/A,N/A,N/A
5557,1200,N/A,N/A,N/A,N/A
5558,392340,N/A,N/A,N/A,N/A
5559,173640,N/A,N/A,N/A,N/A
5560,197671,N/A,N/A,N/A,N/A
5561,29402,N/A,N/A,N/A,N/A
5562,24901,N/A,N/A,N/A,N/A
5563,275536,N/A,N/A,N/A,N/A
5564,190305,N/A,N/A,N/A,N/A
5565,40890,N/A,N/A,N/A,N/A
5566,86233,N/A,N/A,N/A,N/A
5567,16663,N/A,N/A,N/A,N/A
5568,164434,N/A,N/A,N/A,N/A
5569,133874,N/A,N/A,N/A,N/A
5570,13431,N/A,N/A,N/A,N/A
5571,24613,N/A,N/A,N/A,N/A
5572,391626,N/A,N/A,N/A,N/A
5573,164627,N/A,N/A,N/A,N/A
5574,7360,N/A,N/A,N/A,N/A
5575,375634,N/A,N/A,N/A,N/A
5576,163045,N/A,N/A,N/A,N/A
5577,176021,N/A,N/A,N/A,N/A
5578,57654,N/A,N/A,N/A,N/A
5579,75556,N/A,N/A,N/A,N/A
5580,133808,N/A,N/A,N/A,N/A
5581,12963,N/A,N/A,N/A,N/A
5582,8274,N/A,N/A,N/A,N/A
5583,28737,N/A,N/A,N/A,N/A
5584,79905,N/A,N/A,N/A,N/A
5585,22332,N/A,N/A,N/A,N/A
5586,41007,N/A,N/A,N/A,N/A
5587,28856,N/A,N/A,N/A,N/A
5588,46924,N/A,N/A,N/A,N/A
5589,189505,N/A,N/A,N/A,N/A
5590,131055,N/A,N/A,N/A,N/A
5591,97347,N/A,N/A,N/A,N/A
5592,21574,N/A,N/A,N/A,N/A
5593,33633,N/A,N/A,N/A,N/A
5594,31443,N/A,N/A,N/A,N/A
5595,2003,N/A,N/A,N/A,N/A
5596,79132,N/A,N/A,N/A,N/A
5597,3785,N/A,N/A,N/A,N/A
5598,380580,N/A,N/A,N/A,N/A
5599,14775,N/A,N/A,N/A,N/A
5600,69060,N/A,N/A,N/A,N/A
5601,21955,N/A,N/A,N/A,N/A
5602,53525,N/A,N/A,N/A,N/A
5603,4931,N/A,N/A,N/A,N/A
5604,8406,N/A,N/A,N/A,N/A
5605,88983,N/A,N/A,N/A,N/A
5606,135751,N/A,N/A,N/A,N/A
5607,45901,N/A,N/A,N/A,N/A
5608,94065,N/A,N/A,N/A,N/A
5609,93431,N/A,N/A,N/A,N/A
5610,212203,N/A,N/A,N/A,N/A
5611,2277,N/A,N/A,N/A,N/A
5612,2142,N/A,N/A,N/A,N/A
5613,20108,N/A,N/A,N/A,N/A
5614,7298,N/A,N/A,N/A,N/A
5615,171635,N/A,N/A,N/A,N/A
5616,131625,N/A,N/A,N/A,N/A
5617,13681,N/A,N/A,N/A,N/A
5618,208748,N/A,N/A,N/A,N/A
5619,69307,N/A,N/A,N/A,N/A
5620,178861,N/A,N/A,N/A,N/A
5621,21589,N/A,N/A,N/A,N/A
5622,141832,N/A,N/A,N/A,N/A
5623,13678,N/A,N/A,N/A,N/A
5624,27633,N/A,N/A,N/A,N/A
5625,42028,N/A,N/A,N/A,N/A
5626,58017,N/A,N/A,N/A,N/A
5627,6730,N/A,N/A,N/A,N/A
5628,12810,N/A,N/A,N/A,N/A
5629,6221,N/A,N/A,N/A,N/A
5630,82318,N/A,N/A,N/A,N/A
5631,7096,N/A,N/A,N/A,N/A
5632,134783,N/A,N/A,N/A,N/A
5633,32546,N/A,N/A,N/A,N/A
5634,60123,N/A,N/A,N/A,N/A
5635,10374,N/A,N/A,N/A,N/A
5636,186652,N/A,N/A,N/A,N/A
5637,84529,N/A,N/A,N/A,N/A
5638,88469,N/A,N/A,N/A,N/A
5639,125744,N/A,N/A,N/A,N/A
5640,3587,N/A,N/A,N/A,N/A
5641,45917,N/A,N/A,N/A,N/A
5642,69747,N/A,N/A,N/A,N/A
5643,380065,N/A,N/A,N/A,N/A
5644,379735,N/A,N/A,N/A,N/A
5645,180265,N/A,N/A,N/A,N/A
5646,377923,N/A,N/A,N/A,N/A
5647,43546,N/A,N/A,N/A,N/A
5648,86619,N/A,N/A,N/A,N/A
5649,381702,N/A,N/A,N/A,N/A
5650,374866,N/A,N/A,N/A,N/A
5651,25734,N/A,N/A,N/A,N/A
5652,30325,N/A,N/A,N/A,N/A
5653,6933,N/A,N/A,N/A,N/A
5654,128078,N/A,N/A,N/A,N/A
5655,3170,N/A,N/A,N/A,N/A
5656,26335,N/A,N/A,N/A,N/A
5657,1510,N/A,N/A,N/A,N/A
5658,135872,N/A,N/A,N/A,N/A
5659,58131,N/A,N/A,N/A,N/A
5660,9894,N/A,N/A,N/A,N/A
5661,18758,N/A,N/A,N/A,N/A
5662,35512,N/A,N/A,N/A,N/A
5663,45071,N/A,N/A,N/A,N/A
5664,157275,N/A,N/A,N/A,N/A
5665,34167,N/A,N/A,N/A,N/A
5666,5001,N/A,N/A,N/A,N/A
5667,4245,N/A,N/A,N/A,N/A
5668,6805,N/A,N/A,N/A,N/A
5669,377545,N/A,N/A,N/A,N/A
5670,15980,N/A,N/A,N/A,N/A
5671,50326,N/A,N/A,N/A,N/A
5672,14570,N/A,N/A,N/A,N/A
5673,131466,N/A,N/A,N/A,N/A
5674,35063,N/A,N/A,N/A,N/A
5675,377918,N/A,N/A,N/A,N/A
5676,375539,N/A,N/A,N/A,N/A
5677,42364,N/A,N/A,N/A,N/A
5678,377655,N/A,N/A,N/A,N/A
5679,376087,N/A,N/A,N/A,N/A
5680,376977,N/A,N/A,N/A,N/A
5681,376304,N/A,N/A,N/A,N/A
5682,377299,N/A,N/A,N/A,N/A
5683,380753,N/A,N/A,N/A,N/A
5684,376761,N/A,N/A,N/A,N/A
5685,128351,N/A,N/A,N/A,N/A
5686,128350,N/A,N/A,N/A,N/A
5687,94067,N/A,N/A,N/A,N/A
5688,110746,N/A,N/A,N/A,N/A
5689,137495,N/A,N/A,N/A,N/A
5690,71284,N/A,N/A,N/A,N/A
5691,170782,N/A,N/A,N/A,N/A
5692,51778,N/A,N/A,N/A,N/A
5693,145414,N/A,N/A,N/A,N/A
5694,15389,N/A,N/A,N/A,N/A
5695,29302,N/A,N/A,N/A,N/A
5696,232881,N/A,N/A,N/A,N/A
5697,232965,N/A,N/A,N/A,N/A
5698,20024,N/A,N/A,N/A,N/A
5699,6562,N/A,N/A,N/A,N/A
5700,32447,N/A,N/A,N/A,N/A
5701,25435,N/A,N/A,N/A,N/A
5702,12862,N/A,N/A,N/A,N/A
5703,90602,N/A,N/A,N/A,N/A
5704,110521,N/A,N/A,N/A,N/A
5705,72968,N/A,N/A,N/A,N/A
5706,124898,N/A,N/A,N/A,N/A
5707,14163,N/A,N/A,N/A,N/A
5708,16704,N/A,N/A,N/A,N/A
5709,87299,N/A,N/A,N/A,N/A
5710,49863,N/A,N/A,N/A,N/A
5711,197812,N/A,N/A,N/A,N/A
5712,30732,N/A,N/A,N/A,N/A
5713,30181,N/A,N/A,N/A,N/A
5714,7557,N/A,N/A,N/A,N/A
5715,37220,N/A,N/A,N/A,N/A
5716,8452,N/A,N/A,N/A,N/A
5717,21897,N/A,N/A,N/A,N/A
5718,32109,N/A,N/A,N/A,N/A
5719,34154,N/A,N/A,N/A,N/A
5720,382295,N/A,N/A,N/A,N/A
5721,11973,N/A,N/A,N/A,N/A
5722,25464,N/A,N/A,N/A,N/A
5723,2969,N/A,N/A,N/A,N/A
5724,35395,N/A,N/A,N/A,N/A
5725,35397,N/A,N/A,N/A,N/A
5726,36978,N/A,N/A,N/A,N/A
5727,2858,N/A,N/A,N/A,N/A
5728,150427,N/A,N/A,N/A,N/A
5729,46840,N/A,N/A,N/A,N/A
5730,75649,N/A,N/A,N/A,N/A
5731,14127,N/A,N/A,N/A,N/A
5732,175815,N/A,N/A,N/A,N/A
5733,2046,N/A,N/A,N/A,N/A
5734,36012,N/A,N/A,N/A,N/A
5735,23987,N/A,N/A,N/A,N/A
5736,175292,N/A,N/A,N/A,N/A
5737,45704,N/A,N/A,N/A,N/A
5738,62084,N/A,N/A,N/A,N/A
5739,70469,N/A,N/A,N/A,N/A
5740,12345,N/A,N/A,N/A,N/A
5741,31801,N/A,N/A,N/A,N/A
5742,58241,N/A,N/A,N/A,N/A
5743,47482,N/A,N/A,N/A,N/A
5744,58063,N/A,N/A,N/A,N/A
5745,2708,N/A,N/A,N/A,N/A
5746,9640,N/A,N/A,N/A,N/A
5747,11632,N/A,N/A,N/A,N/A
5748,14007,N/A,N/A,N/A,N/A
5749,6088,N/A,N/A,N/A,N/A
5750,82327,N/A,N/A,N/A,N/A
5751,18212,N/A,N/A,N/A,N/A
5752,25654,N/A,N/A,N/A,N/A
5753,20402,N/A,N/A,N/A,N/A
5754,5932,N/A,N/A,N/A,N/A
5755,19333,N/A,N/A,N/A,N/A
5756,24804,N/A,N/A,N/A,N/A
5757,13296,N/A,N/A,N/A,N/A
5758,9603,N/A,N/A,N/A,N/A
5759,4973,N/A,N/A,N/A,N/A
5760,24637,N/A,N/A,N/A,N/A
5761,22031,N/A,N/A,N/A,N/A
5762,20174,N/A,N/A,N/A,N/A
5763,47601,N/A,N/A,N/A,N/A
5764,129975,N/A,N/A,N/A,N/A
5765,17243,N/A,N/A,N/A,N/A
5766,38847,N/A,N/A,N/A,N/A
5767,23349,N/A,N/A,N/A,N/A
5768,10688,N/A,N/A,N/A,N/A
5769,134554,N/A,N/A,N/A,N/A
5770,164684,N/A,N/A,N/A,N/A
5771,14187,N/A,N/A,N/A,N/A
5772,14189,N/A,N/A,N/A,N/A
5773,5659,N/A,N/A,N/A,N/A
5774,10547,N/A,N/A,N/A,N/A
5775,3142,N/A,N/A,N/A,N/A
5776,1530,N/A,N/A,N/A,N/A
5777,11246,N/A,N/A,N/A,N/A
5778,10578,N/A,N/A,N/A,N/A
5779,1397,N/A,N/A,N/A,N/A
5780,133280,N/A,N/A,N/A,N/A
5781,1232,N/A,N/A,N/A,N/A
5782,171110,N/A,N/A,N/A,N/A
5783,120107,N/A,N/A,N/A,N/A
5784,58425,N/A,N/A,N/A,N/A
5785,159371,N/A,N/A,N/A,N/A
5786,32102,N/A,N/A,N/A,N/A
5787,168732,N/A,N/A,N/A,N/A
5788,164342,N/A,N/A,N/A,N/A
5789,17251,N/A,N/A,N/A,N/A
5790,19450,N/A,N/A,N/A,N/A
5791,196803,N/A,N/A,N/A,N/A
5792,9799,N/A,N/A,N/A,N/A
5793,25089,N/A,N/A,N/A,N/A
5794,9322,N/A,N/A,N/A,N/A
5795,6122,N/A,N/A,N/A,N/A
5796,25145,N/A,N/A,N/A,N/A
5797,32778,N/A,N/A,N/A,N/A
5798,9596,N/A,N/A,N/A,N/A
5799,234303,N/A,N/A,N/A,N/A
5800,73413,N/A,N/A,N/A,N/A
5801,187329,N/A,N/A,N/A,N/A
5802,35120,N/A,N/A,N/A,N/A
5803,293,N/A,N/A,N/A,N/A
5804,36682,N/A,N/A,N/A,N/A
5805,35765,N/A,N/A,N/A,N/A
5806,46931,N/A,N/A,N/A,N/A
5807,85997,N/A,N/A,N/A,N/A
5808,80338,N/A,N/A,N/A,N/A
5809,79144,N/A,N/A,N/A,N/A
5810,4888,N/A,N/A,N/A,N/A
5811,88081,N/A,N/A,N/A,N/A
5812,170938,N/A,N/A,N/A,N/A
5813,56629,N/A,N/A,N/A,N/A
5814,364870,N/A,N/A,N/A,N/A
5815,40015,N/A,N/A,N/A,N/A
5816,49419,N/A,N/A,N/A,N/A
5817,107454,N/A,N/A,N/A,N/A
5818,83231,N/A,N/A,N/A,N/A
5819,31582,N/A,N/A,N/A,N/A
5820,60135,N/A,N/A,N/A,N/A
5821,10022,N/A,N/A,N/A,N/A
5822,14977,N/A,N/A,N/A,N/A
5823,35889,N/A,N/A,N/A,N/A
5824,72553,N/A,N/A,N/A,N/A
5825,1798,N/A,N/A,N/A,N/A
5826,175138,N/A,N/A,N/A,N/A
5827,9672,N/A,N/A,N/A,N/A
5828,23623,N/A,N/A,N/A,N/A
5829,18148,N/A,N/A,N/A,N/A
5830,58539,N/A,N/A,N/A,N/A
5831,7801,N/A,N/A,N/A,N/A
5832,91096,N/A,N/A,N/A,N/A
5833,83317,N/A,N/A,N/A,N/A
5834,135336,N/A,N/A,N/A,N/A
5835,79744,N/A,N/A,N/A,N/A
5836,6749,N/A,N/A,N/A,N/A
5837,6033,N/A,N/A,N/A,N/A
5838,29709,N/A,N/A,N/A,N/A
5839,80146,N/A,N/A,N/A,N/A
5840,47294,N/A,N/A,N/A,N/A
5841,59333,N/A,N/A,N/A,N/A
5842,18461,N/A,N/A,N/A,N/A
5843,70667,N/A,N/A,N/A,N/A
5844,72503,N/A,N/A,N/A,N/A
5845,4561,N/A,N/A,N/A,N/A
5846,31622,N/A,N/A,N/A,N/A
