itemID_numeric,original_itemID
38360,36919
38361,17993
38362,127019
38363,45524
38364,34042
38365,131516
38366,125167
38367,381003
38368,6289
38369,28731
38370,14704
38371,102498
38372,201837
38373,129579
38374,15738
38375,113679
38376,13385
38377,50542
38378,12093
38379,316145
38380,200712
38381,216180
38382,38582
38383,49414
38384,15789
38385,176908
38386,435644
38387,167158
38388,264524
38389,378742
38390,377505
38391,385905
38392,140064
38393,190566
38394,204294
38395,136521
38396,380953
38397,196262
38398,199285
38399,90500
38400,392270
38401,431926
38402,382371
38403,382640
38404,377177
38405,45909
38406,59176
38407,137098
38408,16797
38409,171922
38410,35388
38411,36838
38412,137741
38413,8901
38414,20207
38415,16597
38416,52180
38417,28847
38418,84065
38419,201390
38420,16577
38421,16407
38422,468
38423,135877
38424,389477
38425,382392
38426,132144
38427,21960
38428,113641
38429,273436
38430,356661
38431,375613
38432,72012
38433,205026
38434,198963
38435,387777
38436,386022
38437,175718
38438,204844
38439,404309
38440,405589
38441,25307
38442,59665
38443,44300
38444,396434
38445,13656
38446,80075
38447,64876
38448,31371
38449,31972
38450,144794
38451,173605
38452,29796
38453,133853
38454,34928
38455,43890
38456,53396
38457,7369
38458,23514
38459,29546
38460,41147
38461,80775
38462,11653
38463,93972
38464,19406
38465,397420
38466,397371
38467,20459
38468,140384
38469,396557
38470,86708
38471,43100
38472,70786
38473,163644
38474,65075
38475,28956
38476,56870
38477,437918
38478,258592
38479,396510
38480,42319
38481,125224
38482,270517
38483,12647
38484,87831
38485,11859
38486,17223
38487,61095
38488,181952
38489,177699
38490,158051
38491,177443
38492,380957
38493,396979
38494,135631
38495,175809
38496,36258
38497,133735
38498,422362
38499,51930
38500,59563
38501,128091
38502,68752
38503,3509
38504,379841
38505,206505
38506,77198
38507,177530
38508,77029
38509,475950
38510,360214
38511,19571
38512,383266
38513,386102
38514,166094
38515,377154
38516,203314
38517,405832
38518,395843
38519,208933
38520,380054
38521,19873
38522,210824
38523,53934
38524,201878
38525,197098
38526,77279
38527,232236
38528,73418
38529,670
38530,409314
38531,25414
38532,65160
38533,169664
38534,124890
38535,137570
38536,169175
38537,168292
38538,160882
38539,211818
38540,163111
38541,17169
38542,419087
38543,71860
38544,39487
38545,208220
38546,259662
38547,2512
38548,90815
38549,130892
38550,379749
38551,173863
38552,62045
38553,124537
38554,380573
38555,68558
38556,14193
38557,20082
38558,80202
38559,60691
38560,307451
38561,466982
38562,474133
38563,274266
38564,95682
38565,13237
38566,265178
38567,393419
38568,232280
38569,47134
38570,395107
38571,37693
38572,12555
38573,86398
38574,16295
38575,160214
38576,178759
38577,48392
38578,3663
38579,130373
38580,350837
38581,173447
38582,382172
38583,57250
38584,23088
38585,3346
38586,11626
38587,9460
38588,60147
38589,384822
38590,213356
38591,10128
38592,62421
38593,46655
38594,401467
38595,25120
38596,30658
38597,390076
38598,388049
38599,395969
38600,389668
38601,57416
38602,128565
38603,171281
38604,194418
38605,377046
38606,151261
38607,131240
38608,129059
38609,167001
38610,32163
38611,379493
38612,252951
38613,180168
38614,437651
38615,286660
38616,392594
38617,416180
38618,172166
38619,82479
38620,16778
38621,220119
38622,163945
38623,164356
38624,126322
38625,418060
38626,143719
38627,146405
38628,403101
38629,141359
38630,143830
38631,252038
38632,332761
38633,115843
38634,337810
38635,88323
38636,130274
38637,405506
38638,409071
38639,405001
38640,394963
38641,57038
38642,41578
38643,63239
38644,349532
38645,403094
38646,44385
38647,472919
38648,394109
38649,19845
38650,403971
38651,131192
38652,387772
38653,16504
38654,7366
38655,58491
38656,297
38657,379717
38658,178781
38659,219244
38660,142233
38661,146195
38662,223553
38663,76706
38664,76439
38665,51734
38666,183693
38667,26953
38668,339773
38669,384307
38670,52803
38671,77001
38672,181216
38673,387767
38674,22299
38675,174227
38676,375992
38677,374983
38678,53343
38679,53774
38680,34381
38681,212997
38682,23562
38683,17371
38684,46387
38685,233591
38686,156053
38687,312447
38688,68684
38689,332951
38690,76491
38691,192247
38692,175271
38693,126591
38694,391905
38695,90824
38696,22466
38697,133348
38698,123574
38699,59633
38700,72339
38701,74994
38702,166485
38703,136211
38704,79959
38705,208697
38706,213210
38707,389410
38708,376838
38709,399289
38710,128542
38711,229709
38712,5885
38713,55880
38714,27957
38715,61054
38716,208974
38717,163987
38718,67933
38719,351172
38720,113068
38721,127640
38722,127236
38723,222737
38724,157924
38725,175363
38726,258970
38727,88455
38728,20365
38729,157893
38730,42111
38731,204637
38732,86456
38733,35622
38734,157550
38735,143916
38736,31350
38737,36870
38738,31324
38739,13622
38740,232882
38741,10087
38742,72183
38743,38802
38744,131343
38745,101354
38746,475274
38747,30645
38748,19305
38749,126934
38750,87349
38751,311009
38752,163386
38753,242479
38754,124309
38755,47696
38756,130962
38757,101667
38758,417722
38759,71665
38760,135110
38761,308450
38762,37521
38763,117897
38764,94475
38765,91833
38766,200325
38767,197281
38768,196078
38769,425222
38770,376158
38771,140232
38772,356345
38773,51548
38774,42823
38775,24887
38776,37112
38777,123905
38778,248913
38779,117841
38780,64693
38781,79561
38782,290815
38783,95461
38784,181769
38785,388881
38786,52778
38787,18404
38788,35635
38789,201775
38790,396385
38791,136973
38792,43709
38793,140537
38794,137172
38795,26610
38796,53086
38797,62371
38798,126105
38799,19979
38800,201149
38801,115275
38802,52686
38803,2666
38804,19891
38805,31814
38806,85214
38807,129060
38808,175975
38809,408225
38810,386387
38811,391620
38812,404379
38813,379280
38814,27640
38815,87189
38816,21788
38817,37968
38818,384259
38819,207987
38820,378314
38821,129499
38822,136187
38823,23968
38824,5682
38825,101832
38826,206305
38827,68946
38828,6515
38829,173466
38830,25304
38831,129871
38832,30657
38833,50161
38834,375201
38835,116772
38836,24124
38837,407174
38838,381533
38839,128869
38840,117732
38841,135473
38842,10972
38843,413753
38844,126083
38845,158615
38846,158698
38847,68524
38848,37250
38849,97477
38850,257831
38851,240043
38852,60877
38853,72226
38854,90276
38855,162719
38856,211761
38857,125771
38858,342004
38859,351096
38860,107878
38861,91113
38862,3748
38863,126702
38864,27011
38865,10116
38866,211742
38867,112484
38868,97622
38869,161486
38870,443392
38871,114299
38872,22819
38873,98519
38874,70427
38875,20425
38876,39953
38877,72337
38878,290712
38879,66898
38880,39990
38881,110429
38882,34029
38883,43146
38884,22512
38885,15281
38886,176948
38887,30476
38888,49261
38889,153723
38890,498511
38891,107408
38892,170591
38893,377292
38894,124844
38895,66256
38896,10153
38897,7478
38898,68923
38899,392918
38900,376633
38901,50555
38902,82961
38903,250843
38904,378871
38905,113457
38906,45205
38907,58276
38908,132942
38909,162362
38910,10606
38911,33091
38912,402797
38913,101978
38914,79566
38915,376420
38916,59255
38917,59722
38918,271495
38919,158930
38920,66851
38921,91365
38922,32301
38923,6953
38924,81434
38925,167765
38926,19436
38927,189226
38928,383351
38929,375766
38930,382954
38931,6705
38932,378842
38933,136600
38934,384391
38935,5192
38936,67896
38937,265308
38938,197286
38939,198751
38940,392577
38941,388441
38942,302512
38943,378727
38944,734
38945,175167
38946,75640
38947,444450
38948,471879
38949,938
38950,4730
38951,231582
38952,63961
38953,30614
38954,8055
38955,169174
38956,188571
38957,65408
38958,403481
38959,389904
38960,169439
38961,397842
38962,407760
38963,385196
38964,218234
38965,112950
38966,473456
38967,85467
38968,38077
38969,176003
38970,88227
38971,176472
38972,240006
38973,83525
38974,28732
38975,22946
38976,15889
38977,16172
38978,233930
38979,174696
38980,20042
38981,209491
38982,25610
38983,250758
38984,70842
38985,393211
38986,128387
38987,40670
38988,31950
38989,173899
38990,50875
38991,63044
38992,20418
38993,89141
38994,15710
38995,167733
38996,119694
38997,26308
38998,61213
38999,109764
39000,26391
39001,70695
39002,236898
39003,70702
39004,33958
39005,93025
39006,26314
39007,28054
39008,109770
39009,49224
39010,54692
39011,90382
39012,72584
39013,79652
39014,93670
39015,20634
39016,125557
39017,71848
39018,13429
39019,82849
39020,129104
39021,132325
39022,76420
39023,91836
39024,103901
39025,87637
39026,90003
39027,33436
39028,36167
39029,185940
39030,178630
39031,38396
39032,23237
39033,50721
39034,250203
39035,110177
39036,166175
39037,56454
39038,571
39039,78468
39040,189517
39041,24109
39042,150439
39043,396297
39044,397819
39045,90550
39046,131386
39047,201891
39048,169555
39049,199020
39050,168079
39051,169554
39052,168078
39053,79922
39054,197609
39055,133761
39056,200437
39057,196205
39058,200438
39059,393342
39060,199021
39061,199022
39062,69208
39063,136414
39064,388487
39065,70597
39066,392533
39067,380134
39068,36008
39069,177292
39070,201756
39071,173336
39072,169564
39073,169559
39074,6981
39075,164503
39076,169563
39077,171507
39078,171513
39079,171505
39080,159929
39081,9088
39082,137840
39083,380071
39084,49888
39085,135893
39086,160582
39087,258496
39088,35183
39089,52132
39090,11649
39091,1307
39092,206293
39093,395789
39094,211803
39095,393849
39096,388595
39097,103279
39098,531701
39099,131114
39100,109876
39101,57570
39102,31763
39103,15418
39104,24786
39105,157886
39106,75321
39107,78763
39108,196925
39109,30636
39110,130054
39111,83596
39112,48572
39113,13974
39114,55038
39115,447237
39116,435498
39117,377897
39118,282737
39119,5465
39120,51080
39121,64038
39122,43003
39123,206422
39124,67314
39125,377323
39126,206423
39127,25473
39128,49222
39129,283197
39130,22628
39131,187165
39132,50389
39133,397001
39134,42546
39135,271606
39136,54747
39137,381115
39138,15026
39139,45584
39140,25195
39141,29776
39142,381956
39143,56746
39144,391147
39145,375083
39146,135113
39147,97098
39148,166607
39149,199267
39150,197738
39151,198071
39152,59022
39153,81478
39154,197703
39155,198121
39156,199744
39157,198090
39158,81477
39159,38188
39160,93405
39161,199369
39162,198077
39163,201172
39164,198294
39165,201174
39166,200639
39167,199360
39168,51715
39169,109765
39170,30765
39171,51750
39172,171015
39173,171014
39174,164095
39175,163296
39176,374807
39177,383939
39178,380218
39179,388476
39180,137898
39181,21713
39182,315646
39183,97627
39184,260791
39185,103349
39186,220776
39187,180098
39188,409600
39189,378485
39190,59294
39191,199580
39192,399061
39193,81456
39194,26572
39195,23505
39196,23267
39197,157113
39198,89220
39199,26202
39200,73410
39201,13577
39202,107092
39203,379460
39204,16514
39205,109366
39206,387070
39207,379845
39208,90531
39209,175484
39210,304483
39211,65305
39212,32380
39213,419021
39214,19028
39215,69127
39216,204890
39217,14483
39218,199029
39219,200439
39220,126192
39221,452731
39222,19936
39223,212105
39224,37842
39225,147238
39226,69801
39227,2757
39228,94269
39229,233614
39230,107894
39231,59495
39232,343277
39233,26654
39234,66568
39235,74056
39236,74866
39237,381026
39238,172847
39239,28903
39240,71792
39241,233752
39242,385904
39243,54336
39244,197501
39245,13658
39246,180067
39247,25028
39248,414750
39249,61881
39250,117701
39251,175557
39252,141605
39253,77669
39254,35322
39255,107301
39256,72168
39257,8501
39258,405962
39259,397889
39260,56179
39261,107518
39262,163993
39263,354553
39264,400870
39265,212833
39266,399503
39267,195711
39268,78958
39269,475881
39270,100067
39271,122830
39272,21591
39273,71992
39274,10983
39275,79358
39276,174591
39277,18990
39278,177614
39279,172573
39280,213598
39281,39889
39282,175333
39283,390382
39284,389630
39285,9316
39286,5335
39287,130182
39288,125955
39289,27113
39290,51951
39291,64872
39292,13347
39293,124962
39294,17682
39295,45872
39296,4946
39297,181210
39298,3502
39299,137020
39300,152336
39301,160764
39302,280688
39303,29112
39304,166018
39305,57450
39306,164122
39307,415292
39308,171057
39309,166125
39310,233822
39311,10813
39312,35517
39313,385133
39314,171514
39315,69235
39316,145105
39317,32354
39318,98755
39319,33085
39320,14183
39321,19207
39322,20109
39323,89965
39324,167896
39325,19323
39326,5845
39327,30748
39328,57187
39329,298934
39330,58622
39331,85836
39332,92013
39333,131594
39334,376639
39335,21701
39336,135909
39337,393296
39338,130795
39339,184725
39340,133160
39341,29291
39342,391359
39343,125279
39344,48786
39345,37123
39346,376730
39347,380328
39348,136153
39349,27617
39350,29841
39351,108279
39352,234980
39353,136293
39354,207927
39355,119487
39356,130540
39357,13447
39358,57842
39359,130422
39360,55364
39361,167687
39362,149739
39363,173075
39364,164272
39365,25771
39366,352549
39367,49595
39368,231399
39369,53283
39370,12454
39371,25898
39372,382814
39373,404695
39374,376084
39375,180245
39376,5854
39377,84072
39378,160177
39379,27567
39380,180032
39381,5911
39382,35857
39383,190321
39384,13403
39385,90386
39386,158261
39387,20264
39388,212460
39389,160748
39390,210876
39391,134171
39392,4710
39393,201767
39394,128806
39395,210710
39396,5322
39397,481837
39398,15971
39399,135777
39400,68465
39401,21133
39402,52345
39403,25390
39404,378504
39405,140262
39406,205478
39407,140063
39408,39069
39409,48464
39410,127997
39411,402767
39412,278375
39413,50424
39414,294992
39415,161404
39416,1257
39417,474549
39418,127059
39419,463605
39420,199392
39421,50297
39422,164987
39423,251113
39424,159557
39425,39344
39426,346013
39427,283315
39428,258148
39429,29770
39430,513073
39431,375561
39432,213894
39433,117842
39434,13854
39435,65
39436,37326
39437,115357
39438,32777
39439,381806
39440,206376
39441,101070
39442,11005
39443,378626
39444,20466
39445,252957
39446,208801
39447,374994
39448,49329
39449,390537
39450,69349
39451,84706
39452,8640
39453,192221
39454,17114
39455,375048
39456,19948
39457,128809
39458,375175
39459,196851
39460,4179
39461,123632
39462,9494
39463,421265
39464,166389
39465,379816
39466,164666
39467,31494
39468,66195
39469,147913
39470,160564
39471,233897
39472,24820
39473,31061
39474,38809
39475,36696
39476,194222
39477,234046
39478,35053
39479,190381
39480,55979
39481,69795
39482,139417
39483,5054
39484,179087
39485,6095
39486,193456
39487,61626
39488,179436
39489,177664
39490,435951
39491,94573
39492,27350
39493,33630
39494,31113
39495,66471
39496,3638
39497,151589
39498,404721
39499,411203
39500,407311
39501,394826
39502,90944
39503,219731
39504,135617
39505,8807
39506,136001
39507,380361
39508,34100
39509,211666
39510,227722
39511,56031
39512,65555
39513,139848
39514,47418
39515,389911
39516,171504
39517,169560
39518,171506
39519,162634
39520,199027
39521,160959
39522,83782
39523,88340
39524,133273
39525,438633
39526,185244
39527,142372
39528,157473
39529,167960
39530,22675
39531,52818
39532,125063
39533,11831
39534,218025
39535,53758
39536,253707
39537,391242
39538,12439
39539,12438
39540,55110
39541,76737
39542,30459
39543,48622
39544,195289
39545,92040
39546,81031
39547,380627
39548,355784
39549,123446
39550,160707
39551,397438
39552,10040
39553,18302
39554,377081
39555,166206
39556,46786
39557,107
39558,333952
39559,47697
39560,29507
39561,405215
39562,8942
39563,379336
39564,444577
39565,472169
39566,213995
39567,66750
39568,80626
39569,209904
39570,160909
39571,36516
39572,248653
39573,433079
39574,25388
39575,130762
39576,142429
39577,471024
39578,539273
39579,379461
39580,158183
39581,78889
39582,413278
39583,54716
39584,382133
39585,147785
39586,356086
39587,465667
39588,470123
39589,362672
39590,79929
39591,105163
39592,250463
39593,17545
39594,45778
39595,63367
39596,33242
39597,245352
39598,45639
39599,69889
39600,2155
39601,208208
39602,389047
39603,348705
39604,163033
39605,64135
39606,71689
39607,432601
39608,464684
39609,182501
39610,198269
39611,213634
39612,80739
39613,75300
39614,32440
39615,98768
39616,139018
39617,49495
39618,7212
39619,377071
39620,392332
39621,379361
39622,105178
39623,22088
39624,136376
39625,29753
39626,198533
39627,134686
39628,182542
39629,39358
39630,431497
39631,202210
39632,161353
39633,160363
39634,135784
39635,381256
39636,50151
39637,384846
39638,69112
39639,22560
39640,135481
39641,8208
39642,47914
39643,14985
39644,37292
39645,199103
39646,181610
39647,378036
39648,131455
39649,78325
39650,211928
39651,28600
39652,4554
39653,128025
39654,363814
39655,113235
39656,40457
39657,375627
39658,378697
39659,40661
39660,378801
39661,97491
39662,376074
39663,164325
39664,386735
39665,151291
39666,231756
39667,6612
39668,61819
39669,133076
39670,1728
39671,13482
39672,7141
39673,10065
39674,180149
39675,82383
39676,58301
39677,398274
39678,519337
39679,85329
39680,38816
39681,81425
39682,9619
39683,3312
39684,167245
39685,327014
39686,419792
39687,139224
39688,381162
39689,125750
39690,97518
39691,42396
39692,16836
39693,22327
39694,2697
39695,116942
39696,4193
39697,106460
39698,179746
39699,167642
39700,57623
39701,84469
39702,89191
39703,55630
39704,386470
39705,150627
39706,79480
39707,384858
39708,389680
39709,57735
39710,397506
39711,387520
39712,70462
39713,135986
39714,24263
39715,32794
39716,36129
39717,78127
39718,154862
39719,401840
39720,48062
39721,28230
39722,380718
39723,35273
39724,395026
39725,45738
39726,22780
39727,334332
39728,133905
39729,68046
39730,133186
39731,27936
39732,41452
39733,24458
39734,164642
39735,26484
39736,107057
39737,69398
39738,7373
39739,24738
39740,6171
39741,123583
39742,163564
39743,82966
39744,4837
39745,68266
39746,36513
39747,25250
39748,27193
39749,516656
39750,337843
39751,201140
39752,130323
39753,131994
39754,154758
39755,2652
39756,8345
39757,88879
39758,155462
39759,54527
39760,447775
39761,34811
39762,76165
39763,379012
39764,14517
39765,19829
39766,1621
39767,173468
39768,33364
39769,79140
39770,58602
39771,74922
39772,194160
39773,4377
39774,91190
39775,26744
39776,143915
39777,159015
39778,39505
39779,381714
39780,175535
39781,127168
39782,54275
39783,138062
39784,33658
39785,191501
39786,22270
39787,148678
39788,135298
39789,50251
39790,32382
39791,389625
39792,232754
39793,100369
39794,15332
39795,70218
39796,21195
39797,137330
39798,60214
39799,126949
39800,196718
39801,173473
39802,380853
39803,81863
39804,253372
39805,376975
39806,386705
39807,390698
39808,19949
39809,472682
39810,227682
39811,29926
39812,390167
39813,6382
39814,202481
39815,41748
39816,30101
39817,34656
39818,230129
39819,13084
39820,181150
39821,86503
39822,233543
39823,182062
39824,135163
39825,133740
39826,375887
39827,375997
39828,310979
39829,57453
39830,89658
39831,126032
39832,38283
39833,14221
39834,16203
39835,19733
39836,117844
39837,77899
39838,251062
39839,187116
39840,68587
39841,135506
39842,7330
39843,132487
39844,4494
39845,7178
39846,387264
39847,137722
39848,170525
39849,18215
39850,55314
39851,166347
39852,382032
39853,376511
39854,69519
39855,174379
39856,377984
39857,4758
39858,2190
39859,72382
39860,133327
39861,393603
39862,387623
39863,19134
39864,395573
39865,173493
39866,17055
39867,52378
39868,270037
39869,269997
39870,146575
39871,204993
39872,251485
39873,480383
39874,35574
39875,379442
39876,175485
39877,35739
39878,121400
39879,350961
39880,30793
39881,3236
39882,126678
39883,61027
39884,53321
39885,83912
39886,77706
39887,20147
39888,175487
39889,24622
39890,376629
39891,32271
39892,276229
39893,441255
39894,65888
39895,7205
39896,62255
39897,11922
39898,402437
39899,180220
39900,166060
39901,210738
39902,69396
39903,89225
39904,10733
39905,67963
39906,9466
39907,11273
39908,170101
39909,404160
39910,43964
39911,104694
39912,411569
39913,97151
39914,83631
39915,74673
39916,163994
39917,18933
39918,70370
39919,378395
39920,394197
39921,127606
39922,3074
39923,21029
39924,34580
39925,204935
39926,19458
39927,72557
39928,395190
39929,423624
39930,75719
39931,142453
39932,166004
39933,210695
39934,490370
39935,44854
39936,232367
39937,79465
39938,369331
39939,240868
39940,3117
39941,130866
39942,5663
39943,8572
39944,400014
39945,3746
39946,65393
39947,97079
39948,2130
39949,9195
39950,249233
39951,203261
39952,133697
39953,167767
39954,74997
39955,59458
39956,131494
39957,96614
39958,86745
39959,6654
39960,87485
39961,287678
39962,176333
39963,4412
39964,13073
39965,19973
39966,4911
39967,70846
39968,1766
39969,6295
39970,11247
39971,79219
39972,72410
39973,25175
39974,13912
39975,393850
39976,124330
39977,35880
39978,96184
39979,146199
39980,44535
39981,196024
39982,115597
39983,134491
39984,25438
39985,145170
39986,30205
39987,411452
39988,528254
39989,528445
39990,455343
39991,461073
39992,417415
39993,397669
39994,58064
39995,45863
39996,155318
39997,141927
39998,386148
39999,66305
40000,671
40001,14106
40002,68763
40003,16742
40004,378052
40005,391227
40006,7349
40007,392443
40008,48303
40009,17976
40010,4083
40011,87420
40012,133587
40013,384495
40014,164349
40015,175724
40016,206354
40017,403032
40018,173495
40019,25358
40020,203340
40021,173483
40022,25112
40023,96627
40024,250497
40025,443445
40026,37818
40027,56701
40028,135746
40029,377303
40030,21579
40031,434539
40032,32337
40033,87735
40034,13423
40035,63812
40036,273639
40037,69408
40038,111215
40039,69603
40040,1834
40041,45578
40042,194452
40043,233881
40044,151195
40045,197464
40046,380215
40047,397309
40048,79338
40049,376591
40050,406288
40051,339975
40052,84392
40053,206744
40054,179500
40055,25261
40056,338520
40057,85824
40058,10348
40059,198842
40060,13128
40061,3073
40062,167125
40063,349073
40064,417105
40065,81080
40066,92311
40067,268685
40068,278287
40069,60232
40070,8541
40071,57664
40072,135966
40073,32334
40074,297443
40075,51648
40076,115024
40077,61462
40078,178773
40079,153597
40080,37366
40081,180169
40082,43537
40083,166304
40084,61668
40085,125353
40086,133343
40087,173874
40088,53760
40089,33320
40090,184403
40091,375020
40092,83837
40093,15807
40094,15847
40095,75774
40096,67081
40097,33432
40098,220460
40099,141279
40100,17079
40101,250143
40102,52568
40103,324814
40104,444934
40105,125219
40106,36004
40107,207797
40108,29443
40109,18806
40110,4919
40111,8347
40112,14311
40113,199883
40114,206418
40115,133183
40116,409640
40117,157457
40118,138983
40119,84304
40120,201004
40121,125469
40122,11603
40123,82694
40124,127076
40125,125605
40126,30274
40127,73315
40128,63474
40129,47695
40130,27075
40131,68580
40132,208837
40133,171431
40134,74852
40135,55656
40136,111469
40137,255994
40138,416572
40139,119003
40140,102898
40141,344480
40142,424746
40143,100012
40144,198821
40145,83152
40146,124956
40147,228915
40148,20429
40149,170148
40150,5615
40151,36737
40152,10827
40153,164249
40154,105566
40155,405210
40156,12603
40157,82683
40158,391765
40159,130499
40160,46724
40161,386769
40162,4103
40163,397496
40164,68370
40165,3679
40166,164107
40167,254908
40168,158569
40169,393645
40170,393714
40171,389602
40172,16795
40173,181685
40174,139270
40175,43471
40176,65577
40177,28232
40178,198740
40179,156028
40180,44757
40181,11802
40182,25004
40183,187427
40184,114320
40185,471335
40186,90410
40187,131792
40188,122822
40189,190877
40190,29053
40191,248454
40192,69245
40193,40
40194,36385
40195,326073
40196,136384
40197,179933
40198,252697
40199,137120
40200,115031
40201,197044
40202,233041
40203,5746
40204,176001
40205,19257
40206,42000
40207,116768
40208,136024
40209,80844
40210,60307
40211,60306
40212,384863
40213,387541
40214,73842
40215,171113
40216,128835
40217,375947
40218,227670
40219,128328
40220,131563
40221,419656
40222,200711
40223,386544
40224,8080
40225,80174
40226,55209
40227,51071
40228,156278
40229,197182
40230,10127
40231,63967
40232,169487
40233,112851
40234,169228
40235,14571
40236,171528
40237,54465
40238,312279
40239,250241
40240,409516
40241,391558
40242,59372
40243,369441
40244,210707
40245,125939
40246,126080
40247,133643
40248,374976
40249,25997
40250,84273
40251,19503
40252,74880
40253,2413
40254,144682
40255,83791
40256,4311
40257,384711
40258,145751
40259,78047
40260,20483
40261,59234
40262,383878
40263,379394
40264,143413
40265,75622
40266,180257
40267,5282
40268,174442
40269,174503
40270,52401
40271,21525
40272,99532
40273,359337
40274,51937
40275,14567
40276,379017
40277,143220
40278,25617
40279,433083
40280,14631
40281,189077
40282,333473
40283,75876
40284,6610
40285,50106
40286,164830
40287,4325
40288,203893
40289,2689
40290,129049
40291,19646
40292,57470
40293,55266
40294,67301
40295,115871
40296,156192
40297,36016
40298,158086
40299,384158
40300,211623
40301,165857
40302,125066
40303,54086
40304,40643
40305,409641
40306,37603
40307,248836
40308,280699
40309,47850
40310,381658
40311,382049
40312,113736
40313,18991
40314,79426
40315,41443
40316,146455
40317,90653
40318,131025
40319,30781
40320,37576
40321,29509
40322,19859
40323,2323
40324,27738
40325,170037
40326,61752
40327,387611
40328,375214
40329,390822
40330,272019
40331,249701
40332,69259
40333,36922
40334,44428
40335,29836
40336,349578
40337,106232
40338,175289
40339,376769
40340,180269
40341,6839
40342,79627
40343,53368
40344,9475
40345,164791
40346,123625
40347,44080
40348,60051
40349,21954
40350,79462
40351,90601
40352,14093
40353,41592
40354,258482
40355,40879
40356,30117
40357,1830
40358,42191
40359,89176
40360,111489
40361,65900
40362,167626
40363,416328
40364,162663
40365,376277
40366,204421
40367,53732
40368,26609
40369,26269
40370,206530
40371,227459
40372,156490
40373,193511
40374,141782
40375,299015
40376,189123
40377,122
40378,340405
40379,28282
40380,378640
40381,20963
40382,332725
40383,4937
40384,86540
40385,266435
40386,36752
40387,64862
40388,181001
40389,161901
40390,176734
40391,36255
40392,129130
40393,147644
40394,113020
40395,71056
40396,31572
40397,190956
40398,188375
40399,31569
40400,9597
40401,166156
40402,57816
40403,209717
40404,94384
40405,5698
40406,376980
40407,155627
40408,79644
40409,126614
40410,387894
40411,265407
40412,134347
40413,247645
40414,266473
40415,24358
40416,159300
40417,62129
40418,169509
40419,398569
40420,39637
40421,284008
40422,39903
40423,156782
40424,130097
40425,110878
40426,19098
40427,276014
40428,63465
40429,86257
40430,10138
40431,51105
40432,1109
40433,1108
40434,3480
40435,3481
40436,10885
40437,40582
40438,40902
40439,207284
40440,321163
40441,118944
40442,389462
40443,378037
40444,1861
40445,83991
40446,209780
40447,133303
40448,146451
40449,64568
40450,281665
40451,102042
40452,322907
40453,63050
40454,84740
40455,398315
40456,204250
40457,258637
40458,392366
40459,142470
40460,397403
40461,20370
40462,8151
40463,38942
40464,5802
40465,18788
40466,164424
40467,20167
40468,7038
40469,173556
40470,14255
40471,128463
40472,382015
40473,164390
40474,382089
40475,390535
40476,13718
40477,171300
40478,14376
40479,98975
40480,131468
40481,75424
40482,98629
40483,21107
40484,38273
40485,126520
40486,67857
40487,57143
40488,158037
40489,164988
40490,252631
40491,172861
40492,184034
40493,179264
40494,90637
40495,98581
40496,210924
40497,66848
40498,160586
40499,683
40500,36895
40501,175854
40502,394503
40503,13735
40504,22312
40505,118013
40506,10638
40507,34075
40508,87223
40509,69786
40510,2841
40511,199748
40512,290459
40513,127320
40514,292005
40515,130561
40516,4699
40517,347885
40518,376993
40519,210795
40520,173460
40521,210819
40522,3155
40523,36086
40524,179595
40525,61732
40526,192472
40527,456840
40528,24144
40529,67793
40530,68227
40531,54138
40532,197774
40533,77397
40534,377886
40535,17856
40536,334997
40537,117201
40538,379658
40539,207755
40540,75220
40541,13650
40542,23559
40543,165979
40544,394856
40545,370649
40546,32425
40547,180586
40548,79212
40549,13619
40550,79936
40551,69218
40552,13603
40553,42059
40554,176281
40555,375684
40556,385157
40557,142073
40558,16263
40559,177465
40560,6147
40561,41883
40562,121119
40563,46811
40564,10221
40565,135824
40566,173569
40567,37008
40568,1215
40569,27801
40570,128072
40571,232230
40572,247535
40573,35222
40574,34454
40575,174565
40576,247522
40577,27306
40578,227420
40579,9346
40580,87920
40581,391490
40582,380755
40583,389235
40584,131579
40585,33243
40586,21604
40587,140882
40588,378028
40589,377207
40590,411876
40591,56359
40592,44974
40593,65059
40594,4891
40595,81343
40596,416071
40597,1509
40598,92779
40599,207420
40600,398799
40601,193837
40602,179186
40603,204810
40604,211026
40605,381107
40606,10086
40607,154007
40608,180191
40609,249560
40610,357436
40611,51612
40612,215934
40613,101757
40614,85226
40615,103171
40616,36811
40617,247849
40618,210858
40619,107407
40620,80630
40621,78815
40622,26643
40623,420830
40624,173199
40625,76088
40626,27519
40627,66302
40628,49157
40629,388962
40630,512262
40631,511579
40632,85412
40633,61363
40634,83950
40635,131906
40636,13754
40637,901
40638,19852
40639,171371
40640,29713
40641,395572
40642,204841
40643,24799
40644,380857
40645,131256
40646,69429
40647,171218
40648,163440
40649,539464
40650,160868
40651,61122
40652,378902
40653,168755
40654,230233
40655,277
40656,2416
40657,378029
40658,164406
40659,7196
40660,179685
40661,36760
40662,377947
40663,150673
40664,57861
40665,7820
40666,382431
40667,110220
40668,129384
40669,395864
40670,128850
40671,29147
40672,237930
40673,87695
40674,71791
40675,55194
40676,85556
40677,179062
40678,14405
40679,332754
40680,86270
40681,69853
40682,203285
40683,80024
40684,380151
40685,9978
40686,194189
40687,40729
40688,298093
40689,63549
40690,62547
40691,16916
40692,164667
